name,nb_arg,nb_branch_star
debate_graph_star_10_arg_26_8855.apx,26,10
debate_graph_star_10_arg_26_9369.apx,26,10
debate_graph_star_10_arg_26_9639.apx,26,10
debate_graph_star_10_arg_27_101.apx,27,10
debate_graph_star_10_arg_27_1198.apx,27,10
debate_graph_star_10_arg_27_1286.apx,27,10
debate_graph_star_10_arg_27_1366.apx,27,10
debate_graph_star_10_arg_27_1380.apx,27,10
debate_graph_star_10_arg_27_1383.apx,27,10
debate_graph_star_10_arg_27_1409.apx,27,10
debate_graph_star_10_arg_27_1465.apx,27,10
debate_graph_star_10_arg_27_1475.apx,27,10
debate_graph_star_10_arg_27_1525.apx,27,10
debate_graph_star_10_arg_27_1674.apx,27,10
debate_graph_star_10_arg_27_2447.apx,27,10
debate_graph_star_10_arg_27_2549.apx,27,10
debate_graph_star_10_arg_27_282.apx,27,10
debate_graph_star_10_arg_27_3017.apx,27,10
debate_graph_star_10_arg_27_3175.apx,27,10
debate_graph_star_10_arg_27_3188.apx,27,10
debate_graph_star_10_arg_27_3252.apx,27,10
debate_graph_star_10_arg_27_3376.apx,27,10
debate_graph_star_10_arg_27_3897.apx,27,10
debate_graph_star_10_arg_27_3918.apx,27,10
debate_graph_star_10_arg_27_3920.apx,27,10
debate_graph_star_10_arg_27_4028.apx,27,10
debate_graph_star_10_arg_27_4220.apx,27,10
debate_graph_star_10_arg_27_4326.apx,27,10
debate_graph_star_10_arg_27_4391.apx,27,10
debate_graph_star_10_arg_27_4870.apx,27,10
debate_graph_star_10_arg_27_603.apx,27,10
debate_graph_star_10_arg_27_6589.apx,27,10
debate_graph_star_10_arg_27_6628.apx,27,10
debate_graph_star_10_arg_27_6640.apx,27,10
debate_graph_star_10_arg_27_6831.apx,27,10
debate_graph_star_10_arg_27_7053.apx,27,10
debate_graph_star_10_arg_27_7244.apx,27,10
debate_graph_star_10_arg_27_7307.apx,27,10
debate_graph_star_10_arg_27_7426.apx,27,10
debate_graph_star_10_arg_27_7467.apx,27,10
debate_graph_star_10_arg_27_7692.apx,27,10
debate_graph_star_10_arg_27_7823.apx,27,10
debate_graph_star_10_arg_27_7827.apx,27,10
debate_graph_star_10_arg_27_8011.apx,27,10
debate_graph_star_10_arg_27_8100.apx,27,10
debate_graph_star_10_arg_27_8445.apx,27,10
debate_graph_star_10_arg_27_8592.apx,27,10
debate_graph_star_10_arg_27_8598.apx,27,10
debate_graph_star_10_arg_27_8956.apx,27,10
debate_graph_star_10_arg_27_9094.apx,27,10
debate_graph_star_10_arg_27_9097.apx,27,10
debate_graph_star_10_arg_27_9268.apx,27,10
debate_graph_star_10_arg_27_9509.apx,27,10
debate_graph_star_10_arg_27_9650.apx,27,10
debate_graph_star_10_arg_27_972.apx,27,10
debate_graph_star_10_arg_27_9979.apx,27,10
debate_graph_star_10_arg_28_1050.apx,28,10
debate_graph_star_10_arg_28_1162.apx,28,10
debate_graph_star_10_arg_28_1424.apx,28,10
debate_graph_star_10_arg_28_1493.apx,28,10
debate_graph_star_10_arg_28_1620.apx,28,10
debate_graph_star_10_arg_28_1652.apx,28,10
debate_graph_star_10_arg_28_1679.apx,28,10
debate_graph_star_10_arg_28_2039.apx,28,10
debate_graph_star_10_arg_28_2778.apx,28,10
debate_graph_star_10_arg_28_2933.apx,28,10
debate_graph_star_10_arg_28_2958.apx,28,10
debate_graph_star_10_arg_28_3040.apx,28,10
debate_graph_star_10_arg_28_3125.apx,28,10
debate_graph_star_10_arg_28_3166.apx,28,10
debate_graph_star_10_arg_28_322.apx,28,10
debate_graph_star_10_arg_28_3265.apx,28,10
debate_graph_star_10_arg_28_3316.apx,28,10
debate_graph_star_10_arg_28_3389.apx,28,10
debate_graph_star_10_arg_28_3648.apx,28,10
debate_graph_star_10_arg_28_3655.apx,28,10
debate_graph_star_10_arg_28_3672.apx,28,10
debate_graph_star_10_arg_28_3699.apx,28,10
debate_graph_star_10_arg_28_3840.apx,28,10
debate_graph_star_10_arg_28_394.apx,28,10
debate_graph_star_10_arg_28_4502.apx,28,10
debate_graph_star_10_arg_28_459.apx,28,10
debate_graph_star_10_arg_28_518.apx,28,10
debate_graph_star_10_arg_28_5367.apx,28,10
debate_graph_star_10_arg_28_5749.apx,28,10
debate_graph_star_10_arg_28_5792.apx,28,10
debate_graph_star_10_arg_28_5818.apx,28,10
debate_graph_star_10_arg_28_5898.apx,28,10
debate_graph_star_10_arg_28_6039.apx,28,10
debate_graph_star_10_arg_28_6066.apx,28,10
debate_graph_star_10_arg_28_6075.apx,28,10
debate_graph_star_10_arg_28_6095.apx,28,10
debate_graph_star_10_arg_28_61.apx,28,10
debate_graph_star_10_arg_28_6125.apx,28,10
debate_graph_star_10_arg_28_6216.apx,28,10
debate_graph_star_10_arg_28_6236.apx,28,10
debate_graph_star_10_arg_28_6251.apx,28,10
debate_graph_star_10_arg_28_6369.apx,28,10
debate_graph_star_10_arg_28_6902.apx,28,10
debate_graph_star_10_arg_28_6918.apx,28,10
debate_graph_star_10_arg_28_6955.apx,28,10
debate_graph_star_10_arg_28_7028.apx,28,10
debate_graph_star_10_arg_28_7036.apx,28,10
debate_graph_star_10_arg_28_7325.apx,28,10
debate_graph_star_10_arg_28_7369.apx,28,10
debate_graph_star_10_arg_28_738.apx,28,10
debate_graph_star_10_arg_28_7395.apx,28,10
debate_graph_star_10_arg_28_7407.apx,28,10
debate_graph_star_10_arg_28_743.apx,28,10
debate_graph_star_10_arg_28_7433.apx,28,10
debate_graph_star_10_arg_28_7642.apx,28,10
debate_graph_star_10_arg_28_7686.apx,28,10
debate_graph_star_10_arg_28_797.apx,28,10
debate_graph_star_10_arg_28_8105.apx,28,10
debate_graph_star_10_arg_28_8338.apx,28,10
debate_graph_star_10_arg_28_8483.apx,28,10
debate_graph_star_10_arg_28_8546.apx,28,10
debate_graph_star_10_arg_28_8751.apx,28,10
debate_graph_star_10_arg_28_8795.apx,28,10
debate_graph_star_10_arg_28_8878.apx,28,10
debate_graph_star_10_arg_28_9020.apx,28,10
debate_graph_star_10_arg_28_9062.apx,28,10
debate_graph_star_10_arg_28_9238.apx,28,10
debate_graph_star_10_arg_28_924.apx,28,10
debate_graph_star_10_arg_28_9275.apx,28,10
debate_graph_star_10_arg_28_9279.apx,28,10
debate_graph_star_10_arg_28_9651.apx,28,10
debate_graph_star_10_arg_28_9652.apx,28,10
debate_graph_star_10_arg_28_9813.apx,28,10
debate_graph_star_10_arg_29_1029.apx,29,10
debate_graph_star_10_arg_29_1098.apx,29,10
debate_graph_star_10_arg_29_1326.apx,29,10
debate_graph_star_10_arg_29_1578.apx,29,10
debate_graph_star_10_arg_29_1753.apx,29,10
debate_graph_star_10_arg_29_1933.apx,29,10
debate_graph_star_10_arg_29_1955.apx,29,10
debate_graph_star_10_arg_29_1969.apx,29,10
debate_graph_star_10_arg_29_2000.apx,29,10
debate_graph_star_10_arg_29_2076.apx,29,10
debate_graph_star_10_arg_29_2083.apx,29,10
debate_graph_star_10_arg_29_2088.apx,29,10
debate_graph_star_10_arg_29_21.apx,29,10
debate_graph_star_10_arg_29_218.apx,29,10
debate_graph_star_10_arg_29_222.apx,29,10
debate_graph_star_10_arg_29_2411.apx,29,10
debate_graph_star_10_arg_29_2568.apx,29,10
debate_graph_star_10_arg_29_2690.apx,29,10
debate_graph_star_10_arg_29_2824.apx,29,10
debate_graph_star_10_arg_29_2848.apx,29,10
debate_graph_star_10_arg_29_2968.apx,29,10
debate_graph_star_10_arg_29_3001.apx,29,10
debate_graph_star_10_arg_29_3146.apx,29,10
debate_graph_star_10_arg_29_3158.apx,29,10
debate_graph_star_10_arg_29_3183.apx,29,10
debate_graph_star_10_arg_29_3204.apx,29,10
debate_graph_star_10_arg_29_3306.apx,29,10
debate_graph_star_10_arg_29_3308.apx,29,10
debate_graph_star_10_arg_29_3558.apx,29,10
debate_graph_star_10_arg_29_3580.apx,29,10
debate_graph_star_10_arg_29_3636.apx,29,10
debate_graph_star_10_arg_29_3706.apx,29,10
debate_graph_star_10_arg_29_4003.apx,29,10
debate_graph_star_10_arg_29_4053.apx,29,10
debate_graph_star_10_arg_29_4262.apx,29,10
debate_graph_star_10_arg_29_4419.apx,29,10
debate_graph_star_10_arg_29_4539.apx,29,10
debate_graph_star_10_arg_29_4730.apx,29,10
debate_graph_star_10_arg_29_4778.apx,29,10
debate_graph_star_10_arg_29_4786.apx,29,10
debate_graph_star_10_arg_29_491.apx,29,10
debate_graph_star_10_arg_29_5038.apx,29,10
debate_graph_star_10_arg_29_5039.apx,29,10
debate_graph_star_10_arg_29_5072.apx,29,10
debate_graph_star_10_arg_29_5122.apx,29,10
debate_graph_star_10_arg_29_5802.apx,29,10
debate_graph_star_10_arg_29_5922.apx,29,10
debate_graph_star_10_arg_29_5942.apx,29,10
debate_graph_star_10_arg_29_6063.apx,29,10
debate_graph_star_10_arg_29_6195.apx,29,10
debate_graph_star_10_arg_29_6294.apx,29,10
debate_graph_star_10_arg_29_6307.apx,29,10
debate_graph_star_10_arg_29_644.apx,29,10
debate_graph_star_10_arg_29_6453.apx,29,10
debate_graph_star_10_arg_29_6484.apx,29,10
debate_graph_star_10_arg_29_6573.apx,29,10
debate_graph_star_10_arg_29_6661.apx,29,10
debate_graph_star_10_arg_29_69.apx,29,10
debate_graph_star_10_arg_29_6904.apx,29,10
debate_graph_star_10_arg_29_6906.apx,29,10
debate_graph_star_10_arg_29_6923.apx,29,10
debate_graph_star_10_arg_29_6942.apx,29,10
debate_graph_star_10_arg_29_7012.apx,29,10
debate_graph_star_10_arg_29_7512.apx,29,10
debate_graph_star_10_arg_29_7661.apx,29,10
debate_graph_star_10_arg_29_7665.apx,29,10
debate_graph_star_10_arg_29_7762.apx,29,10
debate_graph_star_10_arg_29_7844.apx,29,10
debate_graph_star_10_arg_29_8845.apx,29,10
debate_graph_star_10_arg_29_8871.apx,29,10
debate_graph_star_10_arg_29_9123.apx,29,10
debate_graph_star_10_arg_29_9285.apx,29,10
debate_graph_star_10_arg_29_9689.apx,29,10
debate_graph_star_10_arg_29_9953.apx,29,10
debate_graph_star_10_arg_30_1000.apx,30,10
debate_graph_star_10_arg_30_1069.apx,30,10
debate_graph_star_10_arg_30_108.apx,30,10
debate_graph_star_10_arg_30_1201.apx,30,10
debate_graph_star_10_arg_30_1265.apx,30,10
debate_graph_star_10_arg_30_1463.apx,30,10
debate_graph_star_10_arg_30_1558.apx,30,10
debate_graph_star_10_arg_30_1654.apx,30,10
debate_graph_star_10_arg_30_1829.apx,30,10
debate_graph_star_10_arg_30_2157.apx,30,10
debate_graph_star_10_arg_30_2167.apx,30,10
debate_graph_star_10_arg_30_2180.apx,30,10
debate_graph_star_10_arg_30_2183.apx,30,10
debate_graph_star_10_arg_30_2261.apx,30,10
debate_graph_star_10_arg_30_2449.apx,30,10
debate_graph_star_10_arg_30_2662.apx,30,10
debate_graph_star_10_arg_30_2976.apx,30,10
debate_graph_star_10_arg_30_3073.apx,30,10
debate_graph_star_10_arg_30_3096.apx,30,10
debate_graph_star_10_arg_30_3241.apx,30,10
debate_graph_star_10_arg_30_3413.apx,30,10
debate_graph_star_10_arg_30_3422.apx,30,10
debate_graph_star_10_arg_30_3440.apx,30,10
debate_graph_star_10_arg_30_3446.apx,30,10
debate_graph_star_10_arg_30_3472.apx,30,10
debate_graph_star_10_arg_30_3483.apx,30,10
debate_graph_star_10_arg_30_3692.apx,30,10
debate_graph_star_10_arg_30_3873.apx,30,10
debate_graph_star_10_arg_30_3874.apx,30,10
debate_graph_star_10_arg_30_3997.apx,30,10
debate_graph_star_10_arg_30_4499.apx,30,10
debate_graph_star_10_arg_30_4527.apx,30,10
debate_graph_star_10_arg_30_4531.apx,30,10
debate_graph_star_10_arg_30_454.apx,30,10
debate_graph_star_10_arg_30_4728.apx,30,10
debate_graph_star_10_arg_30_4763.apx,30,10
debate_graph_star_10_arg_30_4767.apx,30,10
debate_graph_star_10_arg_30_4800.apx,30,10
debate_graph_star_10_arg_30_4821.apx,30,10
debate_graph_star_10_arg_30_4822.apx,30,10
debate_graph_star_10_arg_30_4837.apx,30,10
debate_graph_star_10_arg_30_4907.apx,30,10
debate_graph_star_10_arg_30_4975.apx,30,10
debate_graph_star_10_arg_30_5009.apx,30,10
debate_graph_star_10_arg_30_5050.apx,30,10
debate_graph_star_10_arg_30_5083.apx,30,10
debate_graph_star_10_arg_30_5131.apx,30,10
debate_graph_star_10_arg_30_5282.apx,30,10
debate_graph_star_10_arg_30_5299.apx,30,10
debate_graph_star_10_arg_30_5319.apx,30,10
debate_graph_star_10_arg_30_5355.apx,30,10
debate_graph_star_10_arg_30_5379.apx,30,10
debate_graph_star_10_arg_30_5519.apx,30,10
debate_graph_star_10_arg_30_5562.apx,30,10
debate_graph_star_10_arg_30_5682.apx,30,10
debate_graph_star_10_arg_30_5696.apx,30,10
debate_graph_star_10_arg_30_5992.apx,30,10
debate_graph_star_10_arg_30_6184.apx,30,10
debate_graph_star_10_arg_30_6203.apx,30,10
debate_graph_star_10_arg_30_6206.apx,30,10
debate_graph_star_10_arg_30_6345.apx,30,10
debate_graph_star_10_arg_30_6463.apx,30,10
debate_graph_star_10_arg_30_6540.apx,30,10
debate_graph_star_10_arg_30_6624.apx,30,10
debate_graph_star_10_arg_30_686.apx,30,10
debate_graph_star_10_arg_30_6870.apx,30,10
debate_graph_star_10_arg_30_6929.apx,30,10
debate_graph_star_10_arg_30_693.apx,30,10
debate_graph_star_10_arg_30_6950.apx,30,10
debate_graph_star_10_arg_30_7130.apx,30,10
debate_graph_star_10_arg_30_715.apx,30,10
debate_graph_star_10_arg_30_7219.apx,30,10
debate_graph_star_10_arg_30_7246.apx,30,10
debate_graph_star_10_arg_30_7294.apx,30,10
debate_graph_star_10_arg_30_7312.apx,30,10
debate_graph_star_10_arg_30_7649.apx,30,10
debate_graph_star_10_arg_30_7700.apx,30,10
debate_graph_star_10_arg_30_7805.apx,30,10
debate_graph_star_10_arg_30_7855.apx,30,10
debate_graph_star_10_arg_30_791.apx,30,10
debate_graph_star_10_arg_30_8678.apx,30,10
debate_graph_star_10_arg_30_8693.apx,30,10
debate_graph_star_10_arg_30_8816.apx,30,10
debate_graph_star_10_arg_30_9030.apx,30,10
debate_graph_star_10_arg_30_9045.apx,30,10
debate_graph_star_10_arg_30_9089.apx,30,10
debate_graph_star_10_arg_30_9130.apx,30,10
debate_graph_star_10_arg_30_9155.apx,30,10
debate_graph_star_10_arg_30_919.apx,30,10
debate_graph_star_10_arg_30_9255.apx,30,10
debate_graph_star_10_arg_30_9277.apx,30,10
debate_graph_star_10_arg_30_9464.apx,30,10
debate_graph_star_10_arg_30_9487.apx,30,10
debate_graph_star_10_arg_30_9494.apx,30,10
debate_graph_star_10_arg_30_9502.apx,30,10
debate_graph_star_10_arg_30_960.apx,30,10
debate_graph_star_10_arg_30_9894.apx,30,10
debate_graph_star_10_arg_30_9966.apx,30,10
debate_graph_star_10_arg_31_1012.apx,31,10
debate_graph_star_10_arg_31_1204.apx,31,10
debate_graph_star_10_arg_31_1666.apx,31,10
debate_graph_star_10_arg_31_1750.apx,31,10
debate_graph_star_10_arg_31_2053.apx,31,10
debate_graph_star_10_arg_31_2081.apx,31,10
debate_graph_star_10_arg_31_2526.apx,31,10
debate_graph_star_10_arg_31_2767.apx,31,10
debate_graph_star_10_arg_31_2774.apx,31,10
debate_graph_star_10_arg_31_3207.apx,31,10
debate_graph_star_10_arg_31_3345.apx,31,10
debate_graph_star_10_arg_31_342.apx,31,10
debate_graph_star_10_arg_31_3635.apx,31,10
debate_graph_star_10_arg_31_3641.apx,31,10
debate_graph_star_10_arg_31_3782.apx,31,10
debate_graph_star_10_arg_31_3845.apx,31,10
debate_graph_star_10_arg_31_3910.apx,31,10
debate_graph_star_10_arg_31_4193.apx,31,10
debate_graph_star_10_arg_31_4418.apx,31,10
debate_graph_star_10_arg_31_4461.apx,31,10
debate_graph_star_10_arg_31_4787.apx,31,10
debate_graph_star_10_arg_31_4811.apx,31,10
debate_graph_star_10_arg_31_4827.apx,31,10
debate_graph_star_10_arg_31_4963.apx,31,10
debate_graph_star_10_arg_31_5060.apx,31,10
debate_graph_star_10_arg_31_5442.apx,31,10
debate_graph_star_10_arg_31_550.apx,31,10
debate_graph_star_10_arg_31_5640.apx,31,10
debate_graph_star_10_arg_31_5787.apx,31,10
debate_graph_star_10_arg_31_5861.apx,31,10
debate_graph_star_10_arg_31_6026.apx,31,10
debate_graph_star_10_arg_31_6109.apx,31,10
debate_graph_star_10_arg_31_6189.apx,31,10
debate_graph_star_10_arg_31_6233.apx,31,10
debate_graph_star_10_arg_31_6328.apx,31,10
debate_graph_star_10_arg_31_6343.apx,31,10
debate_graph_star_10_arg_31_6706.apx,31,10
debate_graph_star_10_arg_31_688.apx,31,10
debate_graph_star_10_arg_31_7018.apx,31,10
debate_graph_star_10_arg_31_709.apx,31,10
debate_graph_star_10_arg_31_7122.apx,31,10
debate_graph_star_10_arg_31_7168.apx,31,10
debate_graph_star_10_arg_31_7178.apx,31,10
debate_graph_star_10_arg_31_7197.apx,31,10
debate_graph_star_10_arg_31_7367.apx,31,10
debate_graph_star_10_arg_31_7486.apx,31,10
debate_graph_star_10_arg_31_7562.apx,31,10
debate_graph_star_10_arg_31_7575.apx,31,10
debate_graph_star_10_arg_31_7580.apx,31,10
debate_graph_star_10_arg_31_7664.apx,31,10
debate_graph_star_10_arg_31_8027.apx,31,10
debate_graph_star_10_arg_31_8119.apx,31,10
debate_graph_star_10_arg_31_8211.apx,31,10
debate_graph_star_10_arg_31_8214.apx,31,10
debate_graph_star_10_arg_31_8237.apx,31,10
debate_graph_star_10_arg_31_8424.apx,31,10
debate_graph_star_10_arg_31_850.apx,31,10
debate_graph_star_10_arg_31_8584.apx,31,10
debate_graph_star_10_arg_31_8597.apx,31,10
debate_graph_star_10_arg_31_8696.apx,31,10
debate_graph_star_10_arg_31_8810.apx,31,10
debate_graph_star_10_arg_31_9013.apx,31,10
debate_graph_star_10_arg_31_9367.apx,31,10
debate_graph_star_10_arg_31_9603.apx,31,10
debate_graph_star_10_arg_31_977.apx,31,10
debate_graph_star_10_arg_31_9849.apx,31,10
debate_graph_star_10_arg_31_9934.apx,31,10
debate_graph_star_10_arg_32_1263.apx,32,10
debate_graph_star_10_arg_32_1289.apx,32,10
debate_graph_star_10_arg_32_1687.apx,32,10
debate_graph_star_10_arg_32_1806.apx,32,10
debate_graph_star_10_arg_32_1847.apx,32,10
debate_graph_star_10_arg_32_1871.apx,32,10
debate_graph_star_10_arg_32_2046.apx,32,10
debate_graph_star_10_arg_32_2205.apx,32,10
debate_graph_star_10_arg_32_2417.apx,32,10
debate_graph_star_10_arg_32_2534.apx,32,10
debate_graph_star_10_arg_32_2588.apx,32,10
debate_graph_star_10_arg_32_2855.apx,32,10
debate_graph_star_10_arg_32_3156.apx,32,10
debate_graph_star_10_arg_32_317.apx,32,10
debate_graph_star_10_arg_32_3195.apx,32,10
debate_graph_star_10_arg_32_3445.apx,32,10
debate_graph_star_10_arg_32_35.apx,32,10
debate_graph_star_10_arg_32_3862.apx,32,10
debate_graph_star_10_arg_32_4097.apx,32,10
debate_graph_star_10_arg_32_4111.apx,32,10
debate_graph_star_10_arg_32_4449.apx,32,10
debate_graph_star_10_arg_32_4525.apx,32,10
debate_graph_star_10_arg_32_4557.apx,32,10
debate_graph_star_10_arg_32_4597.apx,32,10
debate_graph_star_10_arg_32_4674.apx,32,10
debate_graph_star_10_arg_32_4859.apx,32,10
